,model,selling_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,company
15749,Maruti Swift Dzire Vdi BSIV,325000,2012,Individual,110000,First Owner,Diesel,Manual,Maruti
15750,Maruti Ertiga SHVS VDI,881000,2017,Dealer,51234,First Owner,Diesel,Manual,Maruti
15751,Jaguar XF 2.2 Litre Luxury,2500000,2015,Individual,90000,First Owner,Diesel,Automatic,Jaguar
15752,Maruti Omni 8 Seater BSIV,310000,2016,Dealer,12581,First Owner,Petrol,Manual,Maruti
15753,Maruti S-Presso VXI,500000,2021,Individual,5000,First Owner,Petrol,Manual,Maruti
15754,Renault Duster 110PS Diesel RxL,350000,2013,Individual,120000,First Owner,Diesel,Manual,Renault
15755,Maruti Wagon R LXI CNG,295000,2015,Dealer,55000,First Owner,CNG,Manual,Maruti
15756,Maruti Eeco 5 Seater Standard BSIV,335000,2015,Individual,50000,First Owner,Petrol,Manual,Maruti
15757,Honda City 1.5 V AT,281000,2009,Individual,80000,First Owner,Petrol,Automatic,Honda
15758,Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,1800000,2017,Individual,60000,First Owner,Diesel,Automatic,Toyota
15759,Mahindra Scorpio VLX SE BSIII,478000,2012,Dealer,69934,First Owner,Diesel,Manual,Mahindra
15760,Honda WR-V i-VTEC S,650000,2017,Individual,15000,First Owner,Petrol,Manual,Honda
15761,Tata Safari 2005-2017 DICOR 2.2 EX 4x2,330000,2012,Individual,90000,First Owner,Diesel,Manual,Tata
15762,Chevrolet Enjoy TCDi LS 8 Seater,350000,2014,Dealer,78500,First Owner,Diesel,Manual,Chevrolet
15763,Maruti Swift Dzire VDi,360000,2010,Individual,156000,First Owner,Diesel,Manual,Maruti
15764,Honda Amaze VX i-VTEC,650000,2018,Individual,25000,First Owner,Petrol,Manual,Honda
15765,Maruti Ertiga ZXI,1044999,2019,Dealer,15000,First Owner,Petrol,Manual,Maruti
15766,Maruti Wagon R VXI with ABS,295000,2015,Individual,35000,First Owner,Petrol,Manual,Maruti
15767,Chevrolet Beat Diesel LT,140000,2013,Individual,65000,First Owner,Diesel,Manual,Chevrolet
15768,Maruti Swift Dzire LDI,300000,2013,Individual,70000,First Owner,Diesel,Manual,Maruti
15769,Maruti Swift VXI Optional,525000,2016,Individual,51000,First Owner,Petrol,Manual,Maruti
15770,Hyundai Grand i10 Sportz Plus,380000,2017,Individual,60000,First Owner,Petrol,Manual,Hyundai
15771,Maruti Swift Dzire Tour LXI,640000,2016,Dealer,50125,First Owner,Petrol,Manual,Maruti
15772,Hyundai i20 1.4 CRDi Sportz,500000,2012,Individual,90000,First Owner,Diesel,Manual,Hyundai
15773,Maruti Eeco 5 Seater AC BSIV,345000,2019,Individual,30000,First Owner,Petrol,Manual,Maruti
15774,Chevrolet Beat Diesel LT,270000,2012,Dealer,104760,First Owner,Diesel,Manual,Chevrolet
15775,Maruti Ertiga VXI CNG,775000,2017,Dealer,49000,First Owner,CNG,Manual,Maruti
15776,Maruti Ignis Delta AMT,545000,2017,Dealer,24000,First Owner,Petrol,Automatic,Maruti
15777,Skoda Rapid 1.5 TDI Ambition,835000,2018,Dealer,39000,First Owner,Diesel,Manual,Skoda
15778,Honda City S,325000,2011,Dealer,71000,First Owner,Petrol,Manual,Honda
15779,Maruti Swift AMT ZXI BSIV,695000,2018,Dealer,19000,First Owner,Petrol,Automatic,Maruti
15780,Honda BRV i-DTEC VX MT,950000,2017,Dealer,24000,First Owner,Diesel,Manual,Honda
15781,Honda City i VTEC SV,700000,2016,Dealer,58000,First Owner,Petrol,Manual,Honda
15782,Maruti Swift Dzire VXI 1.2,632000,2019,Individual,20000,First Owner,Petrol,Manual,Maruti
15783,Skoda Superb Elegance 2.0 TDI CR AT,731000,2013,Dealer,63500,First Owner,Diesel,Automatic,Skoda
15784,Tata Hexa XT,1250000,2017,Individual,30000,First Owner,Diesel,Manual,Tata
15785,Chevrolet Spark 1.0 LS,150000,2013,Individual,70000,First Owner,Petrol,Manual,Chevrolet
15786,Tata Hexa XMA,1200000,2018,Dealer,47000,First Owner,Diesel,Automatic,Tata
15787,Hyundai Grand i10 Magna,396000,2014,Individual,60000,First Owner,Petrol,Manual,Hyundai
15788,Hyundai Grand i10 CRDi Sportz,416000,2014,Individual,165000,First Owner,Diesel,Manual,Hyundai
15789,Hyundai Xcent 1.2 Kappa SX,540000,2016,Dealer,55371,First Owner,Petrol,Manual,Hyundai
15790,Maruti Swift Dzire VDi,450000,2012,Individual,77775,First Owner,Diesel,Manual,Maruti
15791,Maruti Baleno Delta 1.3,700000,2017,Individual,60000,First Owner,Diesel,Manual,Maruti
15792,Tata Indica eLS,110000,2014,Individual,70000,First Owner,Diesel,Manual,Tata
15793,Tata Indigo LX (TDI) BS-III,450000,2017,Individual,70000,First Owner,Diesel,Manual,Tata
15794,Hyundai Creta 1.6 CRDi SX Option,1335000,2017,Dealer,17550,First Owner,Diesel,Manual,Hyundai
15795,Audi A6 2.0 TDI Premium Plus,2150000,2014,Dealer,76000,First Owner,Diesel,Automatic,Audi
15796,BMW X3 xDrive20d xLine,2150000,2014,Dealer,66000,First Owner,Diesel,Automatic,BMW
15797,Skoda Superb LK 1.8 TSI AT,1850000,2016,Dealer,59000,First Owner,Petrol,Automatic,Skoda
15798,Mercedes-Benz GLE Class 250d,5800000,2019,Dealer,27000,First Owner,Diesel,Automatic,Mercedes-Benz
15799,Maruti Ciaz VDi Plus SHVS,725000,2016,Dealer,47000,First Owner,Diesel,Manual,Maruti
15800,Toyota Fortuner 4x4 AT,2200000,2015,Individual,110000,First Owner,Diesel,Automatic,Toyota
15801,Honda City i VTEC VX,800000,2015,Individual,40000,First Owner,Petrol,Manual,Honda
15802,Maruti Celerio VXI AT Optional,470000,2016,Individual,60000,First Owner,Petrol,Automatic,Maruti
15803,Mercedes-Benz C-Class C 250 CDI Avantgarde,1090000,2011,Dealer,80000,First Owner,Diesel,Automatic,Mercedes-Benz
15804,Hyundai i20 1.2 Spotz,675000,2018,Dealer,9300,First Owner,Petrol,Manual,Hyundai
15805,Mitsubishi Outlander 2.4,875000,2013,Dealer,78000,First Owner,Petrol,Automatic,Mitsubishi
15806,Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,1764999,2017,Dealer,29244,First Owner,Diesel,Automatic,Toyota
15807,Maruti Alto K10 VXI,265000,2015,Dealer,75000,First Owner,Petrol,Manual,Maruti
15808,Ford Freestyle Titanium Plus Diesel,665000,2018,Dealer,29303,First Owner,Diesel,Manual,Ford
15809,Maruti Alto K10 VXI,390000,2018,Individual,50000,First Owner,Petrol,Manual,Maruti
15810,Mahindra XUV500 W8 2WD,1235000,2015,Dealer,89000,First Owner,Diesel,Manual,Mahindra
15811,Skoda Octavia Ambition 2.0 TDI AT,969999,2014,Dealer,99220,First Owner,Diesel,Automatic,Skoda
15812,Hyundai Verna 1.6 SX,350000,2012,Individual,177000,First Owner,Diesel,Manual,Hyundai
15813,Maruti Wagon R LXI CNG Optional,375000,2016,Dealer,44000,First Owner,CNG,Manual,Maruti
15814,Honda Amaze V CVT Petrol BSIV,755000,2018,Dealer,10000,First Owner,Petrol,Automatic,Honda
15815,Maruti Baleno Alpha,749000,2017,Dealer,26000,First Owner,Petrol,Manual,Maruti
15816,Maruti Alto K10 VXI,280000,2016,Individual,35000,First Owner,Petrol,Manual,Maruti
15817,Hyundai Grand i10 Asta,459000,2015,Dealer,38000,First Owner,Petrol,Manual,Hyundai
15818,Maruti Swift Dzire VXI,500000,2016,Individual,27500,First Owner,Petrol,Manual,Maruti
15819,Hyundai i20 Active 1.4 SX,620000,2015,Individual,150000,First Owner,Diesel,Manual,Hyundai
15820,Opel Corsa Sail 1.6,150000,2005,Dealer,50000,First Owner,Petrol,Manual,Opel
15821,Maruti Swift VDI,520000,2013,Dealer,40147,First Owner,Diesel,Manual,Maruti
15822,Maruti Swift Dzire VDI,750000,2017,Individual,44500,First Owner,Diesel,Manual,Maruti
15823,Honda Amaze S i-Dtech,474000,2015,Dealer,56000,First Owner,Diesel,Manual,Honda
15824,Honda Civic ZX BSIV,2150000,2020,Dealer,1900,First Owner,Petrol,Automatic,Honda
15825,Hyundai i20 2015-2017 Magna 1.2,490000,2015,Dealer,81465,First Owner,Petrol,Manual,Hyundai
15826,Skoda Rapid 1.6 TDI Ambition Plus,273000,2013,Dealer,149028,First Owner,Diesel,Manual,Skoda
15827,Volkswagen Jetta 2.0L TDI Highline AT,595000,2012,Dealer,95009,First Owner,Diesel,Automatic,Volkswagen
15828,Renault Duster 85PS Diesel RxE,578000,2016,Individual,138000,First Owner,Diesel,Manual,Renault
15829,Maruti Swift LXI,300000,2012,Individual,60000,First Owner,Petrol,Manual,Maruti
15830,Hyundai Verna 1.6 CRDI SX Option,950000,2017,Individual,40000,First Owner,Diesel,Manual,Hyundai
15831,Honda City 2017-2020 VTEC Plus,299000,2009,Dealer,87000,First Owner,Petrol,Manual,Honda
15832,Ford Figo Diesel Titanium,250000,2012,Individual,120000,First Owner,Diesel,Manual,Ford
15833,Maruti Swift Dzire ZDi,650000,2015,Dealer,94000,First Owner,Diesel,Manual,Maruti
15834,Honda City i-DTEC SV,1100000,2017,Individual,10000,First Owner,Diesel,Manual,Honda
15835,Audi A4 2.0 TDI Multitronic,890000,2011,Dealer,64690,First Owner,Diesel,Automatic,Audi
15836,Maruti Ritz VDi,399000,2011,Dealer,44000,First Owner,Diesel,Manual,Maruti
15837,Toyota Etios V,321000,2012,Dealer,68500,First Owner,Petrol,Manual,Toyota
15838,Mercedes-Benz B-Class B200 CDI,1950000,2016,Dealer,70000,First Owner,Diesel,Automatic,Mercedes-Benz
15839,Ford Endeavour 3.2 Titanium AT 4X4,3200000,2019,Individual,40000,First Owner,Diesel,Automatic,Ford
15840,Maruti Ertiga ZDI,740000,2015,Individual,100000,First Owner,Diesel,Manual,Maruti
15841,Maruti Ignis 1.2 Alpha BSIV,530000,2017,Individual,60000,First Owner,Petrol,Manual,Maruti
15842,BMW X5 xDrive 30d M Sport,4599000,2016,Dealer,32143,First Owner,Diesel,Automatic,BMW
15843,Renault Duster 85PS Diesel STD,650000,2016,Individual,56400,First Owner,Diesel,Manual,Renault
15844,Maruti Swift Dzire VDi,465000,2016,Dealer,68000,First Owner,Diesel,Manual,Maruti
15845,Hyundai i20 Sportz Plus CVT BSIV,780000,2019,Individual,10000,First Owner,Petrol,Automatic,Hyundai
15846,Hyundai Verna 1.6 SX,495000,2014,Individual,225000,First Owner,Diesel,Manual,Hyundai
15847,Jeep Compass 1.4 Sport,1425000,2018,Individual,25000,First Owner,Petrol,Manual,Jeep
15848,BMW X3 xDrive 20d xLine,3985000,2016,Dealer,36799,First Owner,Diesel,Automatic,BMW
15849,Tata Safari 2005-2017 4X4 LX,350000,2007,Individual,80000,First Owner,Diesel,Manual,Tata
15850,Tata Indigo eLX BS IV,250000,2011,Individual,120000,First Owner,Diesel,Manual,Tata
15851,Fiat Avventura MULTIJET Active,425000,2016,Dealer,66000,First Owner,Diesel,Manual,Fiat
15852,Maruti Eeco 7 Seater Standard BSIV,180000,2010,Individual,110000,First Owner,Petrol,Manual,Maruti
15853,Hyundai i10 LPG,285000,2012,Dealer,70000,First Owner,LPG,Manual,Hyundai
15854,Volkswagen Polo Petrol Highline 1.2L,615000,2015,Dealer,33000,First Owner,Petrol,Manual,Volkswagen
15855,Renault KWID 1.0 RXT Optional,425000,2017,Dealer,57000,First Owner,Petrol,Manual,Renault
15856,Maruti Celerio VXI,375000,2014,Dealer,43000,First Owner,Petrol,Manual,Maruti
15857,Hyundai i20 Active 1.2 S,590000,2016,Dealer,57000,First Owner,Petrol,Manual,Hyundai
15858,Hyundai Grand i10 CRDi Asta,480000,2016,Individual,110000,First Owner,Diesel,Manual,Hyundai
15859,Mercedes-Benz S-Class S 350 CDIL,1385000,2010,Dealer,147500,First Owner,Diesel,Automatic,Mercedes-Benz
15860,Maruti Swift VDI,530000,2013,Individual,70000,First Owner,Diesel,Manual,Maruti
15861,Volkswagen Vento Petrol Highline AT,1000000,2019,Dealer,2700,First Owner,Petrol,Automatic,Volkswagen
15862,Maruti Vitara Brezza ZDi,1008000,2020,Dealer,8600,First Owner,Diesel,Manual,Maruti
15863,Maruti Vitara Brezza ZDi Plus,894999,2017,Dealer,36000,First Owner,Diesel,Manual,Maruti
15864,Datsun RediGO T Option,269000,2017,Dealer,21918,First Owner,Petrol,Manual,Datsun
15865,Toyota Fortuner 2016-2021 2.8 4WD AT BSIV,2950000,2017,Dealer,91346,First Owner,Diesel,Automatic,Toyota
15866,Mahindra XUV500 AT W10 1.99 mHawk,1400000,2017,Dealer,36000,First Owner,Diesel,Automatic,Mahindra
15867,Mahindra Scorpio S5 BSIV,1200000,2018,Individual,35000,First Owner,Diesel,Manual,Mahindra
15868,Maruti Swift VDi BSIII W/ ABS,340000,2009,Dealer,124000,First Owner,Diesel,Manual,Maruti
15869,Skoda Rapid 1.6 TDI Ambition Plus Alloy,495000,2014,Dealer,63063,First Owner,Diesel,Manual,Skoda
15870,BMW 5 Series 520d Luxury Line,5000000,2019,Dealer,9000,First Owner,Diesel,Automatic,BMW
15871,Renault KWID RXT,250000,2018,Individual,50000,First Owner,Petrol,Manual,Renault
15872,Skoda Yeti Ambition 4X2,685000,2011,Dealer,81000,First Owner,Diesel,Manual,Skoda
15873,Hyundai i10 Era 1.1 iTech SE,275000,2012,Dealer,16000,First Owner,Petrol,Manual,Hyundai
15874,Tata Zest Quadrajet 1.3 75PS XM,470000,2017,Individual,120000,First Owner,Diesel,Manual,Tata
15875,Maruti Alto 800 CNG LXI,381000,2017,Dealer,20700,First Owner,CNG,Manual,Maruti
15876,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,950000,2019,Individual,70000,First Owner,Diesel,Manual,Maruti
15877,Maruti Wagon R CNG LXI BSIV,360000,2016,Dealer,56000,First Owner,CNG,Manual,Maruti
15878,Mahindra XUV500 W8 2WD,770000,2011,Dealer,74000,First Owner,Diesel,Manual,Mahindra
15879,Hyundai Verna VTVT 1.6 SX,994999,2019,Individual,20000,First Owner,Petrol,Manual,Hyundai
15880,Maruti Ritz VDi,300000,2012,Individual,83000,First Owner,Diesel,Manual,Maruti
15881,Ford Fiesta 1.4 Durasport EXI,130000,2006,Individual,80000,First Owner,Petrol,Manual,Ford
15882,Hyundai Grand i10 Sportz,495000,2015,Dealer,30000,First Owner,Petrol,Manual,Hyundai
15883,Maruti Baleno Delta,725000,2019,Dealer,20214,First Owner,Petrol,Manual,Maruti
15884,Hyundai Sonata 2.4 GDi MT,1200000,2013,Dealer,17650,First Owner,Petrol,Manual,Hyundai
15885,Maruti Swift Dzire LDI,365000,2014,Individual,100000,First Owner,Diesel,Manual,Maruti
15886,Maruti Ertiga BSIV VXI AT,600000,2017,Individual,95000,First Owner,Petrol,Automatic,Maruti
15887,BMW X1 sDrive 20d xLine,2850000,2017,Dealer,23000,First Owner,Diesel,Automatic,BMW
15888,Mahindra Quanto C8,445000,2014,Dealer,88000,First Owner,Diesel,Manual,Mahindra
15889,Honda Amaze S i-Dtech,425000,2013,Individual,34294,First Owner,Diesel,Manual,Honda
15890,Honda City VX MT,850000,2016,Dealer,27275,First Owner,Petrol,Manual,Honda
15891,Toyota Innova Crysta 2016-2020 2.4 VX MT 8 STR,1835000,2017,Dealer,87000,First Owner,Diesel,Manual,Toyota
15892,Renault Duster 110PS Diesel RxZ Plus,525000,2014,Dealer,56000,First Owner,Diesel,Manual,Renault
15893,Maruti Wagon R VXI BSIII,175000,2010,Individual,25000,First Owner,Petrol,Manual,Maruti
15894,Jaguar XF 2.2 Litre Luxury,3000000,2015,Dealer,50000,First Owner,Diesel,Automatic,Jaguar
15895,Hyundai Santro Magna CNG BSIV,525000,2018,Individual,6500,First Owner,CNG,Manual,Hyundai
15896,Renault KWID Climber 1.0 MT,340000,2017,Dealer,30000,First Owner,Petrol,Manual,Renault
15897,Nissan Sunny Diesel XL,290000,2012,Dealer,58000,First Owner,Diesel,Manual,Nissan
15898,Skoda Laura 1.9 TDI AT Ambiente,440000,2012,Dealer,85000,First Owner,Diesel,Automatic,Skoda
15899,Maruti Celerio VXI AT,450000,2015,Dealer,35000,First Owner,Petrol,Automatic,Maruti
15900,Mahindra TUV 300 mHAWK100 T8,850000,2017,Individual,15000,First Owner,Diesel,Manual,Mahindra
15901,Toyota Innova 2.5 VX (Diesel) 8 Seater,1199000,2015,Dealer,117000,First Owner,Diesel,Manual,Toyota
15902,Hyundai i10 Era,229999,2013,Individual,60000,First Owner,Petrol,Manual,Hyundai
15903,Hyundai Grand i10 Sportz,535000,2016,Dealer,19000,First Owner,Petrol,Manual,Hyundai
15904,Mahindra Scorpio 2009-2014 SLE 7S BSIV,600000,2014,Individual,90000,First Owner,Diesel,Manual,Mahindra
15905,Hyundai i10 Magna 1.2 iTech SE,300000,2009,Individual,30000,First Owner,Petrol,Manual,Hyundai
15906,Volkswagen Ameo 1.2 MPI Comfortline,550000,2016,Dealer,21866,First Owner,Petrol,Manual,Volkswagen
15907,Tata Tiago 1.2 Revotron XZ,459999,2017,Dealer,39871,First Owner,Petrol,Manual,Tata
15908,Maruti Wagon R AMT VXI Option,515000,2018,Dealer,17000,First Owner,Petrol,Automatic,Maruti
15909,Mahindra Bolero 2011-2019 SLX 2WD BSIII,509999,2014,Individual,100000,First Owner,Diesel,Manual,Mahindra
15910,Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,1695000,2017,Dealer,167000,First Owner,Diesel,Manual,Toyota
15911,Maruti A Star Vxi,225000,2009,Dealer,56109,First Owner,Petrol,Manual,Maruti
15912,Volkswagen Polo 1.5 TDI Highline,450000,2014,Dealer,132220,First Owner,Diesel,Manual,Volkswagen
15913,Maruti Vitara Brezza ZDi Plus,950000,2019,Dealer,12000,First Owner,Diesel,Manual,Maruti
15914,Maruti Alto 800 LXI,200000,2013,Individual,48000,First Owner,Petrol,Manual,Maruti
15915,Audi A4 2.0 TDI 177 Bhp Premium Plus,1545000,2014,Dealer,64000,First Owner,Diesel,Automatic,Audi
15916,Maruti Swift Vdi BSIII,217000,2010,Individual,100000,First Owner,Diesel,Manual,Maruti
15917,Hyundai i20 Asta 1.2,695000,2016,Dealer,49000,First Owner,Petrol,Manual,Hyundai
15918,Honda New Accord 2008-2011 2.4 AT,565000,2011,Dealer,58000,First Owner,Petrol,Automatic,Honda
15919,Toyota Etios G,350000,2012,Individual,200000,First Owner,Petrol,Manual,Toyota
15920,Hyundai Grand i10 Magna,450000,2016,Dealer,8700,First Owner,Petrol,Manual,Hyundai
15921,Mahindra Scorpio VLS AT 2.2 mHAWK,690000,2012,Individual,70000,First Owner,Diesel,Automatic,Mahindra
15922,Hyundai i20 Asta Option BSIV,775000,2019,Individual,25000,First Owner,Petrol,Manual,Hyundai
15923,Maruti Swift VXI,425000,2012,Dealer,85508,First Owner,Petrol,Manual,Maruti
15924,Hyundai Getz GLE,195000,2007,Dealer,44000,First Owner,Petrol,Manual,Hyundai
15925,Mahindra Scorpio 1.99 S6 Plus,915000,2017,Dealer,91000,First Owner,Diesel,Manual,Mahindra
15926,Maruti Swift Dzire VDI,490000,2015,Dealer,52000,First Owner,Diesel,Manual,Maruti
15927,Maruti Ritz VXI,225000,2009,Dealer,51000,First Owner,Petrol,Manual,Maruti
15928,Maruti Wagon R LXI,50000,2004,Individual,50000,First Owner,Petrol,Manual,Maruti
15929,Hyundai Verna 1.6 CRDi S,900000,2015,Individual,156000,First Owner,Diesel,Manual,Hyundai
15930,Tata Tiago 1.2 Revotron XZ,498000,2019,Individual,16876,First Owner,Petrol,Manual,Tata
15931,Mitsubishi Pajero 2.8 SFX,700000,2011,Individual,135000,First Owner,Diesel,Manual,Mitsubishi
15932,Maruti Swift LXI Option,450000,2015,Dealer,49134,First Owner,Petrol,Manual,Maruti
15933,Honda City Edge Edition SV,844000,2018,Dealer,15000,First Owner,Petrol,Manual,Honda
15934,Hyundai Grand i10 Sportz,450000,2015,Individual,30000,First Owner,Petrol,Manual,Hyundai
15935,Maruti Baleno Alpha 1.2,720000,2019,Dealer,13500,First Owner,Petrol,Manual,Maruti
15936,Honda Civic 1.8 (E) MT,240000,2010,Individual,80000,First Owner,Petrol,Manual,Honda
15937,Maruti Wagon R LXI CNG Optional,430999,2017,Dealer,29852,First Owner,CNG,Manual,Maruti
15938,Mahindra XUV500 W8 2WD,850000,2014,Individual,80000,First Owner,Diesel,Manual,Mahindra
15939,Mitsubishi Cedia Elegance,385000,2007,Dealer,58358,First Owner,Petrol,Manual,Mitsubishi
15940,Chevrolet Aveo U-VA 1.2 LS,99000,2007,Individual,84000,First Owner,Petrol,Manual,Chevrolet
15941,Mahindra XUV500 2011-2015 W8 FWD,885000,2013,Dealer,92000,First Owner,Diesel,Manual,Mahindra
15942,Maruti Vitara Brezza ZDi,875000,2017,Dealer,27000,First Owner,Diesel,Manual,Maruti
15943,Hyundai Santro GLS I - Euro II,35000,2001,Individual,110000,First Owner,Petrol,Manual,Hyundai
15944,Toyota Etios VD,396000,2012,Individual,120000,First Owner,Diesel,Manual,Toyota
15945,Toyota Innova 2.5 VX (Diesel) 7 Seater,1250000,2014,Individual,30000,First Owner,Diesel,Manual,Toyota
15946,Honda City i DTEC SV,400000,2014,Individual,84000,First Owner,Diesel,Manual,Honda
15947,Volkswagen Vento 1.2 TSI Comfortline AT,565000,2014,Dealer,37540,First Owner,Petrol,Automatic,Volkswagen
15948,Maruti Wagon R VXI,345000,2013,Dealer,20670,First Owner,Petrol,Manual,Maruti
15949,Toyota Etios GD,500000,2014,Individual,95000,First Owner,Diesel,Manual,Toyota
15950,Honda Brio S MT,335000,2012,Dealer,15000,First Owner,Petrol,Manual,Honda
15951,BMW X1 sDrive 20d xLine,2200000,2016,Individual,30000,First Owner,Diesel,Automatic,BMW
15952,Hyundai Xcent 1.2 Kappa SX,459999,2015,Dealer,39400,First Owner,Petrol,Manual,Hyundai
15953,Toyota Innova 2.5 G (Diesel) 8 Seater,925000,2013,Dealer,147000,First Owner,Diesel,Manual,Toyota
15954,BMW 5 Series 525d Sedan,1150000,2010,Dealer,142500,First Owner,Diesel,Automatic,BMW
15955,Honda City i VTEC SV,625000,2015,Dealer,60000,First Owner,Petrol,Manual,Honda
15956,Maruti Vitara Brezza ZDi Plus,750000,2016,Individual,66200,First Owner,Diesel,Manual,Maruti
15957,Datsun RediGO A,245000,2017,Dealer,18900,First Owner,Petrol,Manual,Datsun
15958,Chevrolet Cruze LTZ,409999,2010,Individual,80000,First Owner,Diesel,Manual,Chevrolet
15959,Maruti Swift Dzire AMT VXI BS IV,645000,2017,Trustmark Dealer,30503,First Owner,Petrol,Automatic,Maruti
15960,Hyundai Verna 1.6 SX VTVT,525000,2013,Dealer,64000,First Owner,Petrol,Manual,Hyundai
15961,Hyundai i20 1.2 Magna,265000,2011,Dealer,6708,First Owner,Petrol,Manual,Hyundai
15962,Audi A6 35 TDI,2550000,2015,Dealer,68000,First Owner,Diesel,Automatic,Audi
15963,Hyundai Xcent 1.2 Kappa S CNG,395000,2015,Dealer,52000,First Owner,Petrol,Manual,Hyundai
15964,Maruti Ritz VDi,385000,2012,Dealer,68000,First Owner,Diesel,Manual,Maruti
15965,Maruti Zen Estilo LXI BSIII,190000,2009,Dealer,85000,First Owner,Petrol,Manual,Maruti
15966,Audi A6 2.0 TDI Technology,1600000,2012,Dealer,70000,First Owner,Diesel,Automatic,Audi
15967,Renault Duster RXZ 110PS AMT BSIV,600000,2020,Individual,150000,First Owner,Diesel,Automatic,Renault
15968,Mahindra Scorpio 2009-2014 SLE 7S BSIV,650000,2013,Dealer,122772,First Owner,Diesel,Manual,Mahindra
15969,Maruti Vitara Brezza LDi Option,734000,2018,Dealer,35000,First Owner,Diesel,Manual,Maruti
15970,Tata Indica Vista Quadrajet VX,200000,2013,Individual,120000,First Owner,Diesel,Manual,Tata
15971,Hyundai Creta 1.4 CRDi S,950000,2018,Individual,60000,First Owner,Diesel,Manual,Hyundai
15972,Skoda Rapid 1.6 TDI Ambition,800000,2017,Dealer,20125,First Owner,Diesel,Manual,Skoda
15973,Maruti Swift Dzire VXI,395000,2013,Dealer,38000,First Owner,Petrol,Manual,Maruti
15974,Maruti Alto 800 VXI,373000,2020,Individual,5000,First Owner,Petrol,Manual,Maruti
15975,Maruti Swift Dzire VDi,360000,2011,Dealer,89000,First Owner,Diesel,Manual,Maruti
15976,Maruti Wagon R ZXI 1.2,550000,2019,Individual,17000,First Owner,Petrol,Manual,Maruti
15977,Renault Scala Diesel RxE,350000,2013,Individual,74000,First Owner,Diesel,Manual,Renault
15978,Maruti Baleno Zeta,700000,2020,Individual,2400,First Owner,Petrol,Manual,Maruti
15979,Maruti Vitara Brezza ZDi Plus,975000,2018,Dealer,62000,First Owner,Diesel,Manual,Maruti
15980,Hyundai Grand i10 Magna,550000,2017,Dealer,43000,First Owner,Petrol,Manual,Hyundai
15981,Hyundai Xcent 1.2 Kappa S,340000,2016,Individual,80000,First Owner,Petrol,Manual,Hyundai
15982,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,3650000,2014,Dealer,50000,First Owner,Diesel,Automatic,Mercedes-Benz
15983,Ford Figo Aspire Facelift,630000,2017,Individual,120000,First Owner,Diesel,Manual,Ford
15984,Maruti Wagon R Duo Lxi,250000,2011,Individual,120000,First Owner,LPG,Manual,Maruti
15985,Toyota Etios Liva V,399000,2011,Dealer,53000,First Owner,Petrol,Manual,Toyota
15986,Toyota Corolla Altis G,1025000,2014,Dealer,52700,First Owner,Petrol,Manual,Toyota
15987,Maruti Alto LXi BSIII,204999,2011,Dealer,33111,First Owner,Petrol,Manual,Maruti
15988,Maruti Wagon R DUO LPG,350000,2014,Individual,60000,First Owner,LPG,Manual,Maruti
15989,Mercedes-Benz E-Class 220 CDI,1450000,2013,Dealer,41000,First Owner,Diesel,Automatic,Mercedes-Benz
15990,Hyundai i20 1.2 Asta Option,750000,2017,Individual,80000,First Owner,Petrol,Manual,Hyundai
15991,Honda City i DTEC SV,595000,2014,Dealer,98000,First Owner,Diesel,Manual,Honda
15992,Renault Duster 85PS Diesel RxL,500000,2015,Dealer,90431,First Owner,Diesel,Manual,Renault
15993,Hyundai i10 Magna,295000,2014,Dealer,63000,First Owner,Petrol,Manual,Hyundai
15994,Toyota Etios Liva G,275000,2011,Dealer,84255,First Owner,Petrol,Manual,Toyota
15995,Honda Amaze S i-Dtech,375000,2014,Dealer,80000,First Owner,Diesel,Manual,Honda
15996,Toyota Fortuner 4x2 Manual,1625000,2015,Dealer,126000,First Owner,Diesel,Manual,Toyota
15997,Maruti Celerio ZXI,441000,2016,Dealer,29000,First Owner,Petrol,Manual,Maruti
15998,Honda City i DTec SV,625000,2016,Dealer,58000,First Owner,Diesel,Manual,Honda
15999,Honda Amaze S CVT i-VTEC,575000,2017,Dealer,21000,First Owner,Petrol,Automatic,Honda
16000,Hyundai Santa Fe 2WD AT,1600000,2015,Individual,55000,First Owner,Diesel,Automatic,Hyundai
16001,Mercedes-Benz S-Class S 350 CDI,2600000,2013,Individual,60000,First Owner,Diesel,Automatic,Mercedes-Benz
16002,Fiat Linea Emotion Pack (Diesel),200000,2012,Individual,140000,First Owner,Diesel,Manual,Fiat
16003,Maruti Celerio VXI MT BSIV,409999,2018,Trustmark Dealer,20365,First Owner,Petrol,Manual,Maruti
16004,Honda Amaze VX i-DTEC,300000,2013,Individual,80000,First Owner,Diesel,Manual,Honda
16005,Ford Figo Diesel Titanium,300000,2010,Dealer,89226,First Owner,Diesel,Manual,Ford
16006,Honda City i DTEC SV,650000,2015,Dealer,70500,First Owner,Diesel,Manual,Honda
16007,Maruti Vitara Brezza ZDi Plus AMT,875000,2018,Dealer,93550,First Owner,Diesel,Automatic,Maruti
